r (Ang), PDF (RMC), PDF (Expt)
   2.0000000000000000E-002  ,  -0.27594008999999997       ,  -0.27593000000000001     
   4.0000000000000001E-002  ,  -0.27594008999999997       ,  -0.27593000000000001     
   5.9999999999999998E-002  ,  -0.27594008999999997       ,  -0.27593000000000001     
   8.0000000000000002E-002  ,  -0.27594008999999997       ,  -0.27593000000000001     
  0.10000000000000001       ,  -0.27594008999999997       ,  -0.27593000000000001     
  0.12000000000000000       ,  -0.27594008999999997       ,  -0.27593000000000001     
  0.14000000000000001       ,  -0.27594008999999997       ,  -0.27593000000000001     
  0.16000000000000000       ,  -0.27594008999999997       ,  -0.27593000000000001     
  0.17999999999999999       ,  -0.27594008999999997       ,  -0.27593000000000001     
  0.20000000000000001       ,  -0.27594008999999997       ,  -0.27593000000000001     
  0.22000000000000000       ,  -0.27594008999999997       ,  -0.27593000000000001     
  0.23999999999999999       ,  -0.27594008999999997       ,  -0.27593000000000001     
  0.26000000000000001       ,  -0.27594008999999997       ,  -0.27593000000000001     
  0.28000000000000003       ,  -0.27594008999999997       ,  -0.27593000000000001     
  0.29999999999999999       ,  -0.27594008999999997       ,  -0.27593000000000001     
  0.32000000000000001       ,  -0.27594008999999997       ,  -0.27593000000000001     
  0.34000000000000002       ,  -0.27594008999999997       ,  -0.27593000000000001     
  0.35999999999999999       ,  -0.27594008999999997       ,  -0.27593000000000001     
  0.38000000000000000       ,  -0.27594008999999997       ,  -0.27593000000000001     
  0.40000000000000002       ,  -0.27594008999999997       ,  -0.27593000000000001     
  0.41999999999999998       ,  -0.27594008999999997       ,  -0.27593000000000001     
  0.44000000000000000       ,  -0.27594008999999997       ,  -0.27593000000000001     
  0.46000000000000002       ,  -0.27594008999999997       ,  -0.27593000000000001     
  0.47999999999999998       ,  -0.27594008999999997       ,  -0.27593000000000001     
  0.50000000000000000       ,  -0.27594008999999997       ,  -0.27593000000000001     
  0.52000000000000002       ,  -0.27594008999999997       ,  -0.27593000000000001     
