   r (Ang),     Ge-Ge
   0.06545 ,         0.000000000000000 , 
   0.13090 ,         0.000000000000000 , 
   0.19635 ,         0.000000000000000 , 
   0.26180 ,         0.000000000000000 , 
   0.32725 ,         0.000000000000000 , 
   0.39271 ,         0.000000000000000 , 
   0.45816 ,         0.000000000000000 , 
   0.52361 ,         0.000000000000000 , 
   0.58906 ,         0.000000000000000 , 
   0.65451 ,         0.000000000000000 , 
   0.71996 ,         0.000000000000000 , 
   0.78541 ,         0.000000000000000 , 
   0.85086 ,         0.000000000000000 , 
   0.91631 ,         0.000000000000000 , 
   0.98176 ,         0.000000000000000 , 
   1.04721 ,         0.000000000000000 , 
   1.11267 ,         0.000000000000000 , 
   1.17812 ,         0.000000000000000 , 
   1.24357 ,         0.000000000000000 , 
   1.30902 ,         0.000000000000000 , 
   1.37447 ,         0.000000000000000 , 
   1.43992 ,         0.000000000000000 , 
   1.50537 ,         0.000000000000000 , 
   1.57082 ,         0.000000000000000 , 
   1.63627 ,         0.000000000000000 , 
   1.70172 ,         0.000000000000000 , 
   1.76718 ,         0.000000000000000 , 
   1.83263 ,         0.000000000000000 , 
   1.89808 ,         0.000000000000000 , 
   1.96353 ,         0.000000000000000 , 
   2.02898 ,         0.000000000000000 , 
   2.09443 ,         0.000000000000000 , 
   2.15988 ,         0.000000000000000 , 
   2.22533 ,         0.000000000000000 , 
   2.29078 ,         0.000000000000000 , 
   2.35623 ,         0.000000000000000 , 
   2.42168 ,         0.000000000000000 , 
   2.48714 ,         0.000000000000000 , 
   2.55259 ,         0.000000000000000 , 
   2.61804 ,         0.000000000000000 , 
   2.68349 ,         0.000000000000000 , 
   2.74894 ,         0.000000000000000 , 
   2.81439 ,         0.000000000000000 , 
   2.87984 ,         0.314131820427990 , 
   2.94529 ,         2.409282722544801 , 
   3.01074 ,         2.203483445990102 , 
   3.07619 ,         2.184135514973315 , 
   3.14164 ,         2.205530795636818 , 
   3.20710 ,         1.925051429508431 , 
   3.27255 ,         1.908286966844237 , 
   3.33800 ,         1.958892248008708 , 
   3.40345 ,         1.954250130868858 , 
   3.46890 ,         2.068841866248378 , 
   3.53435 ,         1.779732607002249 , 
   3.59980 ,         1.452009580269371 , 
   3.66525 ,         0.818821938759812 , 
   3.73070 ,         0.848579978476385 , 
   3.79615 ,         0.755291448494667 , 
   3.86161 ,         0.947324719846604 , 
   3.92706 ,         0.938535962902541 , 
   3.99251 ,         0.780894793959718 , 
   4.05796 ,         0.878963171396576 , 
   4.12341 ,         0.749127822909369 , 
   4.18886 ,         0.818288336343373 , 
   4.25431 ,         0.748521091039981 , 
   4.31976 ,         0.800473557699385 , 
